Link,Searchterm
http://dr.dk/nyheder/politik/df-i-dialog-med-regeringen-om-irakiske-asylsogere,asylansøg
http://dr.dk/nyheder/udland/antallet-af-folk-paa-flugt-er-det-hoejeste-i-18-aar,asylansøg
http://dr.dk/nyheder/politik/enhedslisten-boernene-skal-ud-af-asylcentrene,asylansøg
http://dr.dk/nyheder/politik/jelved-kritik-af-danmark-er-berettiget,asylansøg
http://dr.dk/nyheder/indland/irakiske-tolke-kraever-flere-penge-af-danmark,asylansøg
http://dr.dk/nyheder/indland/seks-sigtes-efter-drab-i-center-sandholm,asylansøg
http://dr.dk/nyheder/udland/tredobbelt-selvmord-i-skotland,asylansøg
http://dr.dk/nyheder/kronprinsparret-i-nordjylland,asylansøg
http://dr.dk/nyheder/indland/v-vi-gaar-ikke-fri-af-oeget-flygtningepres,asylansøg
http://dr.dk/nyheder/indland/red-barnet-er-glad-flygtningedom,asylansøg
http://dr.dk/nyheder/boedskov-sydeuropas-flygtninge-kommer-ikke-nordpaa,asylansøg
http://dr.dk/nyheder/indland/flertal-i-orden-med-politiserende-praester,asylansøg
http://dr.dk/nyheder/politik/df-vil-forhandle-finanslov,asylansøg
http://dr.dk/nyheder/udland/buskapring-i-norge-drab-skete-paa-noejagtig-samme-rute-ti-aar-siden,asylansøg
http://dr.dk/nyheder/indland/38-anholdt-i-sandholmlejren,asylansøg
http://dr.dk/nyheder/kultur/aarets-nordmand-blev-udvist-nu-er-hun-tilbage,asylansøg
http://dr.dk/nyheder/indland/mor-til-fundet-doed-paa-strand,asylansøg
http://dr.dk/nyheder/udland/italien-genoptager-soegning-efter-kaentrede-baadflygtninge,asylansøg
http://dr.dk/nyheder/politik/valg/kv13/boelgerne-gaar-hoejt-i-thisted-men-ikke-i-valgkampen,asylansøg
http://dr.dk/nyheder/politik/asylaftale-forbedrer-vilkar-bornefamilier,asylansøg
http://dr.dk/nyheder/politik/valg/valg2011/nu-vil-df-diskutere-indvandring,asylansøg
http://dr.dk/nyheder/indland/22-pushere-anholdt-paa-10-dage-paa-vesterbro,asylansøg
http://dr.dk/nyheder/indland/flygtningehjaelp-lad-afghanerboern-blive-i-danmark,asylansøg
http://dr.dk/nyheder/udland/norsk-parti-gransker-sig-selv,asylansøg
