id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
0;Datagathering searchterm: migrant, page: 1;requests;1566421402.1585422;-0.37300872802734375;https://www.dr.dk/search/Result?query=migrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=1;https://www.dr.dk/search/Result?query=migrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=1;20351;200;True;
1;Datagathering searchterm: migrant, page: 2;requests;1566421404.682654;-0.12120604515075684;https://www.dr.dk/search/Result?query=migrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=2;https://www.dr.dk/search/Result?query=migrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=2;19813;200;True;
2;Datagathering searchterm: migrant, page: 3;requests;1566421407.275417;-0.11361885070800781;https://www.dr.dk/search/Result?query=migrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=3;https://www.dr.dk/search/Result?query=migrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=3;17497;200;True;
3;Datagathering searchterm: migrant, page: 4;requests;1566421408.971367;-0.09048914909362793;https://www.dr.dk/search/Result?query=migrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=4;https://www.dr.dk/search/Result?query=migrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=4;11128;200;True;
4;Datagathering searchterm: asylansøg, page: 1;requests;1566421409.578915;-0.11701297760009766;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=1;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=1;21497;200;True;
5;Datagathering searchterm: asylansøg, page: 2;requests;1566421411.6463292;-0.12644290924072266;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=2;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=2;21414;200;True;
6;Datagathering searchterm: asylansøg, page: 3;requests;1566421413.946557;-0.11767005920410156;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=3;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=3;21187;200;True;
7;Datagathering searchterm: asylansøg, page: 4;requests;1566421416.3467572;-0.24920392036437988;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=4;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=4;21625;200;True;
8;Datagathering searchterm: asylansøg, page: 5;requests;1566421418.815874;-0.11845088005065918;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=5;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=5;21416;200;True;
9;Datagathering searchterm: asylansøg, page: 6;requests;1566421421.346892;-0.11503195762634277;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=6;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=6;21594;200;True;
10;Datagathering searchterm: asylansøg, page: 7;requests;1566421423.895797;-0.14551711082458496;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=7;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=7;20883;200;True;
11;Datagathering searchterm: asylansøg, page: 8;requests;1566421426.39669;-0.14571118354797363;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=8;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=8;21069;200;True;
12;Datagathering searchterm: asylansøg, page: 9;requests;1566421429.008996;-0.12277412414550781;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=9;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=9;20689;200;True;
13;Datagathering searchterm: asylansøg, page: 10;requests;1566421431.344288;-0.1246650218963623;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=10;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=10;20757;200;True;
14;Datagathering searchterm: asylansøg, page: 11;requests;1566421433.054094;-0.12415099143981934;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=11;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=11;20871;200;True;
15;Datagathering searchterm: asylansøg, page: 12;requests;1566421435.5146;-0.15647506713867188;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=12;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=12;20392;200;True;
16;Datagathering searchterm: asylansøg, page: 13;requests;1566421437.385893;-0.12521600723266602;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=13;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=13;20714;200;True;
17;Datagathering searchterm: asylansøg, page: 14;requests;1566421439.763571;-0.12705302238464355;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=14;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=14;20379;200;True;
18;Datagathering searchterm: asylansøg, page: 15;requests;1566421441.986351;-0.13553690910339355;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=15;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=15;20411;200;True;
19;Datagathering searchterm: asylansøg, page: 16;requests;1566421444.182345;-0.11571812629699707;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=16;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=16;20647;200;True;
20;Datagathering searchterm: asylansøg, page: 17;requests;1566421445.829466;-0.12358307838439941;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=17;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=17;20392;200;True;
21;Datagathering searchterm: asylansøg, page: 18;requests;1566421448.125066;-0.14324402809143066;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=18;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=18;20495;200;True;
22;Datagathering searchterm: asylansøg, page: 19;requests;1566421449.8707452;-0.12105584144592285;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=19;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=19;20424;200;True;
23;Datagathering searchterm: asylansøg, page: 20;requests;1566421452.164045;-0.12420392036437988;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=20;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=20;20176;200;True;
24;Datagathering searchterm: asylansøg, page: 21;requests;1566421454.4468858;-0.31935715675354004;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=21;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=21;20108;200;True;
25;Datagathering searchterm: asylansøg, page: 22;requests;1566421457.193588;-0.19780492782592773;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=22;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=22;20204;200;True;
26;Datagathering searchterm: asylansøg, page: 23;requests;1566421458.947365;-0.12231898307800293;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=23;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=23;19831;200;True;
27;Datagathering searchterm: asylansøg, page: 24;requests;1566421460.897484;-0.13639593124389648;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=24;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=24;19988;200;True;
28;Datagathering searchterm: asylansøg, page: 25;requests;1566421463.1851141;-0.19202780723571777;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=25;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=25;20020;200;True;
29;Datagathering searchterm: asylansøg, page: 26;requests;1566421465.596951;-0.12088298797607422;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=26;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=26;19640;200;True;
30;Datagathering searchterm: asylansøg, page: 27;requests;1566421468.129835;-0.1301441192626953;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=27;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=27;19766;200;True;
31;Datagathering searchterm: asylansøg, page: 28;requests;1566421469.969337;-0.1169729232788086;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=28;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=28;19835;200;True;
32;Datagathering searchterm: asylansøg, page: 29;requests;1566421471.940892;-0.14531302452087402;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=29;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=29;19755;200;True;
33;Datagathering searchterm: asylansøg, page: 30;requests;1566421474.531023;-0.12781715393066406;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=30;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=30;19605;200;True;
34;Datagathering searchterm: asylansøg, page: 31;requests;1566421476.6474051;-0.11852884292602539;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=31;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=31;14572;200;True;
35;Datagathering searchterm: asylansøg, page: 32;requests;1566421478.57145;-0.10204887390136719;https://www.dr.dk/search/Result?query=asylansøg&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=32;https://www.dr.dk/search/Result?query=asylans%C3%B8g&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=32;11463;200;True;
36;Datagathering searchterm: immigrant, page: 1;requests;1566421479.186477;-0.1256568431854248;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=1;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=1;20479;200;True;
37;Datagathering searchterm: immigrant, page: 2;requests;1566421480.845097;-0.13033270835876465;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=2;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=2;20496;200;True;
38;Datagathering searchterm: immigrant, page: 3;requests;1566421483.019588;-0.15001893043518066;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=3;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=3;20224;200;True;
39;Datagathering searchterm: immigrant, page: 4;requests;1566421485.636056;-0.13034701347351074;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=4;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=4;19716;200;True;
40;Datagathering searchterm: immigrant, page: 5;requests;1566421487.44755;-0.12680482864379883;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=5;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=5;19753;200;True;
41;Datagathering searchterm: immigrant, page: 6;requests;1566421489.356333;-0.1712799072265625;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=6;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=6;19694;200;True;
42;Datagathering searchterm: immigrant, page: 7;requests;1566421492.04247;-0.1125180721282959;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=7;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=7;19835;200;True;
43;Datagathering searchterm: immigrant, page: 8;requests;1566421494.225312;-0.1362299919128418;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=8;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=8;19681;200;True;
44;Datagathering searchterm: immigrant, page: 9;requests;1566421496.481343;-0.14652204513549805;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=9;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=9;14313;200;True;
45;Datagathering searchterm: immigrant, page: 10;requests;1566421499.097733;-0.09499597549438477;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=10;https://www.dr.dk/search/Result?query=immigrant&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=10;11183;200;True;
46;Datagathering searchterm: flygtning, page: 1;requests;1566421499.706908;-0.11569499969482422;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=1;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=1;20840;200;True;
47;Datagathering searchterm: flygtning, page: 2;requests;1566421501.83635;-0.11461496353149414;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=2;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=2;21357;200;True;
48;Datagathering searchterm: flygtning, page: 3;requests;1566421503.640966;-0.1311359405517578;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=3;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=3;20557;200;True;
49;Datagathering searchterm: flygtning, page: 4;requests;1566421506.0148501;-0.12340497970581055;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=4;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=4;21215;200;True;
50;Datagathering searchterm: flygtning, page: 5;requests;1566421508.281186;-0.1183159351348877;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=5;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=5;20796;200;True;
51;Datagathering searchterm: flygtning, page: 6;requests;1566421510.514553;-0.11822009086608887;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=6;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=6;21173;200;True;
52;Datagathering searchterm: flygtning, page: 7;requests;1566421512.377177;-0.1321721076965332;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=7;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=7;20908;200;True;
53;Datagathering searchterm: flygtning, page: 8;requests;1566421514.528907;-0.1250910758972168;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=8;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=8;21010;200;True;
54;Datagathering searchterm: flygtning, page: 9;requests;1566421516.1934788;-0.12379026412963867;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=9;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=9;20602;200;True;
55;Datagathering searchterm: flygtning, page: 10;requests;1566421518.7422998;-0.12063717842102051;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=10;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=10;21254;200;True;
56;Datagathering searchterm: flygtning, page: 11;requests;1566421521.162111;-0.3527400493621826;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=11;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=11;20963;200;True;
57;Datagathering searchterm: flygtning, page: 12;requests;1566421523.910221;-0.12662982940673828;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=12;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=12;20835;200;True;
58;Datagathering searchterm: flygtning, page: 13;requests;1566421525.64701;-0.12099575996398926;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=13;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=13;20567;200;True;
59;Datagathering searchterm: flygtning, page: 14;requests;1566421527.431788;-0.4301629066467285;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=14;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=14;20662;200;True;
60;Datagathering searchterm: flygtning, page: 15;requests;1566421529.529252;-0.17225193977355957;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=15;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=15;20466;200;True;
61;Datagathering searchterm: flygtning, page: 16;requests;1566421531.7119381;-0.13475298881530762;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=16;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=16;20309;200;True;
62;Datagathering searchterm: flygtning, page: 17;requests;1566421534.0873039;-0.14043116569519043;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=17;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=17;20193;200;True;
63;Datagathering searchterm: flygtning, page: 18;requests;1566421535.9588869;-0.1368100643157959;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=18;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=18;20425;200;True;
64;Datagathering searchterm: flygtning, page: 19;requests;1566421538.061001;-0.1234588623046875;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=19;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=19;20444;200;True;
65;Datagathering searchterm: flygtning, page: 20;requests;1566421540.3289468;-0.14783620834350586;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=20;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=20;20324;200;True;
66;Datagathering searchterm: flygtning, page: 21;requests;1566421542.6682281;-0.1344928741455078;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=21;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=21;20662;200;True;
67;Datagathering searchterm: flygtning, page: 22;requests;1566421544.562546;-0.16447806358337402;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=22;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=22;20160;200;True;
68;Datagathering searchterm: flygtning, page: 23;requests;1566421547.126836;-0.12027311325073242;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=23;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=23;20222;200;True;
69;Datagathering searchterm: flygtning, page: 24;requests;1566421549.2585971;-0.1346278190612793;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=24;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=24;20041;200;True;
70;Datagathering searchterm: flygtning, page: 25;requests;1566421551.704878;-0.11856698989868164;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=25;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=25;20279;200;True;
71;Datagathering searchterm: flygtning, page: 26;requests;1566421553.9318569;-0.11763715744018555;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=26;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=26;20014;200;True;
72;Datagathering searchterm: flygtning, page: 27;requests;1566421555.865459;-0.1492769718170166;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=27;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=27;20018;200;True;
73;Datagathering searchterm: flygtning, page: 28;requests;1566421557.9552388;-0.11988139152526855;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=28;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=28;20021;200;True;
74;Datagathering searchterm: flygtning, page: 29;requests;1566421560.1446981;-0.13543987274169922;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=29;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=29;20262;200;True;
75;Datagathering searchterm: flygtning, page: 30;requests;1566421562.729644;-0.1326580047607422;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=30;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=30;20278;200;True;
76;Datagathering searchterm: flygtning, page: 31;requests;1566421564.732009;-0.19312310218811035;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=31;https://www.dr.dk/search/Result?query=flygtning&filter_facet_universe=Nyheder&filter_published=between(2007-01-01-2013-12-31)&page=31;19836;200;True;
